,APG,DBPM,Exp,FG2_pct,FG3_pct,GP,Height,MPG,OBPM,PPG,Player,Pos,RPG,Salary,TPG,Team,USG,Year,pct_from_3
1,1.5,0.7,8,0.494,0.278,73,6-11,22.2,1.5,11.2,Andray Blatche,PF,5.3,1375604,1.5,BRK,25.6,2014,0.08
2,0.2,0.5,11,0.39,0.25,30,6-8,13.3,3.6,2.7,Reggie Evans,PF,5.0,1695635,0.9,BRK,13.6,2014,0.0
3,1.5,2.8,18,0.445,0.0,54,6-11,20.5,1.6,6.5,Kevin Garnett,C,6.6,12443735,1.3,BRK,18.9,2014,0.008
4,2.7,0.2,12,0.489,0.401,79,6-7,32.6,2.0,15.8,Joe Johnson,SG,3.4,21466718,1.5,BRK,22.3,2014,0.397
5,1.6,1.9,11,0.523,0.2,45,6-9,19.0,1.6,5.0,Andrei Kirilenko,PF,3.2,3183000,1.2,BRK,14.6,2014,0.031
6,3.2,1.1,8,0.486,0.167,76,6-7,26.0,1.5,8.3,Shaun Livingston,PG,3.2,1272279,1.4,BRK,16.1,2014,0.012
7,0.9,0.5,5,0.566,0.0,17,7-0,31.4,1.8,20.7,Brook Lopez,C,6.0,14693906,1.6,BRK,27.1,2014,0.004
8,2.4,0.2,15,0.507,0.373,75,6-7,28.0,1.3,13.5,Paul Pierce,SF,4.6,15333334,2.0,BRK,22.4,2014,0.421
9,0.9,1.9,R,0.666,0.0,70,6-11,18.2,0.5,7.4,Mason Plumlee,C,4.4,1298640,1.1,BRK,17.1,2014,0.01
10,0.7,0.0,1,0.611,0.0,17,6-9,8.1,3.6,1.5,Tornike Shengelia,SF,0.8,788872,0.6,BRK,13.2,2014,0.25
11,1.6,0.5,1,0.354,0.25,23,6-3,11.7,3.6,3.9,Tyshawn Taylor,PG,0.7,788872,1.3,BRK,23.5,2014,0.132
12,0.8,1.9,1,0.472,0.39,72,6-9,19.4,1.5,8.6,Mirza Teletovic,SF,3.7,3229050,0.8,BRK,20.5,2014,0.66
13,1.6,0.5,14,0.327,0.379,35,6-2,16.3,1.8,4.5,Jason Terry,PG,1.1,5625313,0.8,BRK,15.3,2014,0.678
14,6.1,1.1,8,0.5,0.366,64,6-3,32.2,2.7,14.3,Deron Williams,PG,2.6,18466130,2.2,BRK,21.8,2014,0.374
0,3.1,0.7,10,0.469,0.402,77,6-8,38.7,4.6,27.4,Carmelo Anthony,PF,8.1,22407474,2.6,NYK,32.4,2014,0.253
1,1.1,3.1,7,0.487,0.278,42,7-0,29.9,,13.3,Andrea Bargnani,C,5.3,11862500,1.4,NYK,22.4,2014,0.215
2,1.1,1.8,12,0.595,0.0,55,7-1,30.2,1.5,8.7,Tyson Chandler,C,9.6,14100538,1.3,NYK,12.9,2014,0.003
3,5.6,0.7,8,0.431,0.318,65,6-1,31.0,1.3,9.7,Raymond Felton,PG,3.0,3637073,2.0,NYK,18.2,2014,0.321
4,0.8,1.8,R,0.498,0.363,81,6-6,23.1,1.3,10.2,Tim Hardaway,SG,1.5,1196760,0.6,NYK,19.6,2014,0.521
5,1.6,3.1,13,0.516,0.0,32,6-9,19.8,,4.3,Kenyon Martin,PF,4.2,1399507,0.8,NYK,11.6,2014,0.008
6,3.5,3.1,1,0.451,0.464,66,6-3,19.4,1.5,3.8,Pablo Prigioni,PG,2.0,1591350,0.9,NYK,9.3,2014,0.733
7,1.7,0.7,2,0.418,0.333,74,6-5,26.5,1.3,6.7,Iman Shumpert,SG,4.2,1703760,1.1,NYK,14.1,2014,0.471
8,3.0,0.7,9,0.436,0.394,74,6-6,32.7,1.8,14.5,J.R. Smith,SF,4.0,5565000,1.5,NYK,21.6,2014,0.503
9,0.5,3.1,11,0.557,0.0,65,6-10,22.6,1.5,11.9,Amar'e Stoudemire,C,4.9,21679893,1.4,NYK,23.4,2014,0.0
10,0.2,3.8,2,0.517,0.167,41,6-10,9.7,,3.6,Jeremy Tyler,C,2.7,884293,0.6,NYK,19.1,2014,0.0
11,3.5,3.8,9,0.425,0.425,31,6-3,19.0,,5.6,Beno Udrih,SG,1.8,1272279,1.4,NYK,16.8,2014,0.25
12,0.6,3.8,14,0.448,0.315,29,6-6,13.4,,4.8,Metta World Peace,SF,2.0,1590000,0.7,NYK,20.0,2014,0.383
0,1.1,0.2,8,0.487,0.333,82,6-8,27.6,0.3,11.1,Brandon Bass,PF,5.7,6450000,1.2,BOS,18.2,2014,0.008
1,0.5,,10,0.35,0.5,6,6-5,9.2,0.1,2.0,Keith Bogans,SG,0.5,5058198,0.2,BOS,6.7,2014,1.0
2,1.4,2.2,3,0.451,0.395,60,6-2,30.9,0.3,14.9,Avery Bradley,SG,3.8,2511432,1.6,BOS,23.2,2014,0.242
3,0.4,,2,0.35,0.5,10,6-5,7.3,0.1,3.1,MarShon Brooks,SG,1.9,1210080,0.7,BOS,22.6,2014,0.167
4,5.7,1.1,3,0.463,0.318,39,6-4,30.7,1.6,13.7,Jordan Crawford,PG,3.1,2162419,2.2,BOS,22.0,2014,0.345
5,1.7,0.2,5,0.448,0.341,82,6-9,34.2,0.3,16.9,Jeff Green,SF,4.6,8965000,2.0,BOS,23.6,2014,0.338
6,1.0,1.2,9,0.503,0.0,69,6-9,19.9,1.6,8.4,Kris Humphries,PF,5.9,12000000,0.9,BOS,19.0,2014,0.004
7,1.6,0.2,R,0.5,0.351,70,7-0,20.0,0.3,8.7,Kelly Olynyk,C,5.2,1986360,1.5,BOS,21.0,2014,0.227
8,9.8,1.1,7,0.442,0.289,30,6-1,33.3,0.2,11.7,Rajon Rondo,PG,5.5,11954545,3.3,BOS,21.3,2014,0.257
9,1.6,2.2,1,0.475,0.269,74,6-9,27.6,0.3,13.3,Jared Sullinger,PF,8.1,1365720,1.6,BOS,24.1,2014,0.231
10,2.5,2.2,12,0.584,0.297,58,6-7,24.4,0.3,5.1,Gerald Wallace,SF,3.7,10105855,1.7,BOS,11.6,2014,0.278
0,1.3,0.1,2,0.455,0.154,51,6-9,18.8,0.0,5.2,Lavoy Allen,PF,5.4,3060000,0.8,PHI,14.3,2014,0.049
1,1.9,0.8,3,0.53,0.328,80,6-6,28.9,0.0,10.1,James Anderson,SG,3.8,916099,1.3,PHI,15.9,2014,0.49
2,6.3,0.4,R,0.44,0.264,70,6-6,34.5,0.0,16.7,Michael Carter-Williams,PG,6.2,2200920,3.5,PHI,25.7,2014,0.197
3,3.3,0.8,6,0.478,0.399,53,7-1,31.4,0.0,13.0,Spencer Hawes,C,8.5,6500000,2.2,PHI,19.0,2014,0.346
4,2.6,,2,0.442,0.417,12,6-4,16.1,,6.9,Darius Morris,PG,1.1,1046269,1.6,PHI,20.9,2014,0.358
5,0.2,,1,0.421,0.333,12,6-11,15.6,,3.0,Arnett Moultrie,PF,2.9,1089240,0.6,PHI,10.7,2014,0.0
6,3.7,0.8,3,0.455,0.288,54,6-7,34.9,0.0,17.4,Evan Turner,SF,6.0,6679867,2.9,PHI,24.4,2014,0.159
7,2.3,0.4,6,0.496,0.308,79,6-8,34.4,0.2,17.9,Thaddeus Young,PF,6.0,8600000,2.1,PHI,24.1,2014,0.228
0,0.4,1.0,1,0.579,0.418,41,6-9,6.5,3.5,3.7,Chris Copeland,SF,0.8,3000000,0.3,IND,23.7,2014,0.675
1,3.5,1.8,3,0.458,0.364,80,6-9,36.2,2.9,21.7,Paul George,SF,6.8,3282003,2.8,IND,28.3,2014,0.367
2,1.1,3.3,5,0.439,0.4,81,7-2,29.7,3.5,10.8,Roy Hibbert,C,6.6,14283844,1.8,IND,19.4,2014,0.007
3,3.5,1.4,5,0.497,0.365,76,6-3,32.0,1.0,10.3,George Hill,PG,3.7,8000000,1.2,IND,14.8,2014,0.422
4,0.4,1.0,R,0.588,0.304,28,6-7,8.1,4.1,1.7,Solomon Hill,SF,1.5,1246680,0.5,IND,11.3,2014,0.575
5,0.4,1.0,1,0.455,0.195,38,6-5,9.0,3.5,2.4,Orlando Johnson,SG,1.3,788872,0.4,IND,16.0,2014,0.427
6,0.3,3.6,5,0.484,0.0,77,6-11,16.2,3.5,3.5,Ian Mahinmi,C,3.3,4000000,0.8,IND,11.4,2014,0.005
7,1.0,0.5,6,0.474,0.143,82,6-9,17.1,3.5,7.6,Luis Scola,PF,4.8,4508504,1.3,IND,23.8,2014,0.013
8,1.0,1.0,2,0.453,0.238,48,6-3,8.2,3.5,2.3,Donald Sloan,SG,0.9,884293,0.5,IND,17.2,2014,0.359
9,4.6,1.7,3,0.545,0.352,78,6-5,35.3,0.7,13.8,Lance Stephenson,SG,7.2,1005000,2.7,IND,19.4,2014,0.28
10,1.7,0.8,6,0.492,0.366,63,6-2,18.9,3.5,6.6,C.J. Watson,PG,1.6,2016000,1.0,IND,16.6,2014,0.434
11,2.8,2.7,10,0.491,0.267,80,6-9,30.9,1.0,14.0,David West,PF,6.8,12000000,1.7,IND,21.9,2014,0.016
0,1.6,0.6,11,0.457,0.0,76,6-9,28.2,3.1,13.7,Carlos Boozer,PF,8.3,15300000,2.0,CHI,26.3,2014,0.002
1,2.6,2.4,2,0.457,0.283,67,6-8,38.7,0.0,13.1,Jimmy Butler,SG,4.9,1112880,1.5,CHI,16.8,2014,0.346
2,3.7,0.7,9,0.49,0.274,23,6-9,37.4,0.7,19.0,Luol Deng,SF,6.9,14275000,2.6,CHI,25.1,2014,0.175
3,2.3,1.1,11,0.467,0.38,82,6-9,31.5,3.1,11.3,Mike Dunleavy,SF,4.2,3183000,1.3,CHI,17.0,2014,0.419
4,1.1,1.4,4,0.483,0.0,82,6-9,28.7,3.1,13.0,Taj Gibson,PF,6.8,7550000,1.8,CHI,23.0,2014,0.008
5,3.9,0.5,10,0.419,0.351,73,6-4,29.0,3.1,9.1,Kirk Hinrich,PG,2.6,4059000,1.6,CHI,17.3,2014,0.391
6,0.3,2.6,15,0.429,0.2,80,6-10,7.0,0.7,1.6,Nazr Mohammed,C,2.2,1399507,0.5,CHI,14.5,2014,0.0
7,5.4,5.5,6,0.476,0.0,80,6-11,35.3,1.1,12.6,Joakim Noah,C,11.3,11100000,2.4,CHI,18.7,2014,0.003
8,4.3,1.8,4,0.359,0.34,10,6-3,31.1,0.7,15.9,Derrick Rose,PG,3.2,17632688,3.4,CHI,31.5,2014,0.287
9,0.9,0.7,R,0.456,0.32,77,6-7,16.0,0.7,4.5,Tony Snell,SG,1.6,1409040,0.6,CHI,14.9,2014,0.53
10,1.5,1.8,1,0.25,0.2,19,6-2,12.7,0.7,2.4,Marquis Teague,SG,1.0,1074720,0.9,CHI,17.2,2014,0.152
0,0.3,0.8,R,0.39,0.245,52,6-8,12.8,,4.2,Anthony Bennett,PF,3.0,5324280,0.9,CLE,20.3,2014,0.236
1,0.4,0.8,4,0.403,0.345,45,6-10,15.5,,5.2,Earl Clark,PF,2.8,4250000,0.7,CLE,17.9,2014,0.483
2,0.7,0.7,4,0.444,0.328,65,6-6,15.7,2.0,4.0,Alonzo Gee,SF,2.3,3250000,0.7,CLE,13.4,2014,0.246
3,6.1,3.0,2,0.458,0.358,71,6-3,35.2,4.1,20.8,Kyrie Irving,PG,3.6,5607240,2.7,CLE,28.2,2014,0.278
4,4.1,3.0,8,0.435,0.341,80,6-3,28.2,0.1,9.5,Jarrett Jack,PG,2.8,6300000,1.7,CLE,17.8,2014,0.265
5,0.3,4.8,R,0.5,0.211,22,6-7,7.1,,1.7,Sergey Karasev,SF,0.7,1467840,0.5,CLE,14.4,2014,0.543
6,1.0,1.0,8,0.48,0.393,51,6-6,19.3,2.0,9.9,C.J. Miles,SG,2.0,2225000,0.9,CLE,22.0,2014,0.516
7,0.9,3.0,2,0.478,0.0,82,6-9,31.6,4.1,11.7,Tristan Thompson,PF,9.2,4062000,1.3,CLE,17.5,2014,0.001
8,2.2,3.0,9,0.502,0.0,65,6-10,27.7,0.1,8.4,Anderson Varejao,C,9.7,9036364,1.1,CLE,14.6,2014,0.015
9,3.0,3.0,1,0.455,0.368,70,6-4,29.6,0.1,15.9,Dion Waiters,SG,2.8,3894240,2.2,CLE,26.9,2014,0.252
10,0.5,0.2,1,0.54,0.0,70,7-0,15.0,2.0,5.7,Tyler Zeller,C,4.0,1633440,0.9,CLE,17.1,2014,0.003
0,2.2,1.4,16,0.323,0.292,19,6-3,16.3,,3.8,Chauncey Billups,SG,1.5,2500000,1.3,DET,15.1,2014,0.608
1,3.9,0.2,6,0.446,0.323,56,6-0,18.8,,8.7,Will Bynum,PG,1.8,2790343,1.8,DET,23.8,2014,0.144
2,0.7,0.2,R,0.447,0.319,80,6-5,19.8,,5.9,Kentavious Caldwell-Pope,SG,2.0,2653080,0.4,DET,13.9,2014,0.402
3,0.4,0.5,1,0.625,0.0,81,6-11,32.3,1.1,13.5,Andre Drummond,C,13.2,2462400,1.4,DET,16.7,2014,0.003
4,0.5,0.2,2,0.51,0.387,32,6-10,9.9,,2.9,Josh Harrellson,C,2.4,884293,0.3,DET,12.8,2014,0.378
5,7.6,0.4,4,0.397,0.337,80,6-1,34.1,2.1,15.5,Brandon Jennings,PG,3.1,7655503,2.7,DET,23.4,2014,0.403
6,0.6,0.2,3,0.5,0.419,64,6-10,11.6,,4.2,Jonas Jerebko,PF,2.7,4500000,0.7,DET,16.0,2014,0.356
7,2.1,0.4,3,0.497,0.0,82,6-11,32.8,0.0,15.2,Greg Monroe,PF,9.3,4086454,2.0,DET,21.4,2014,0.001
8,0.9,0.2,1,0.492,0.382,82,6-8,28.5,0.7,9.6,Kyle Singler,SF,3.7,1045000,1.0,DET,14.0,2014,0.409
9,3.3,1.1,9,0.462,0.264,77,6-9,35.5,2.1,16.4,Josh Smith,SF,6.8,13500000,2.6,DET,24.5,2014,0.215
10,2.1,0.2,6,0.455,0.273,73,6-5,26.7,,13.9,Rodney Stuckey,SG,2.3,8500000,1.7,DET,24.3,2014,0.103
11,0.3,1.4,8,0.583,0.25,20,6-11,9.0,,4.6,Charlie Villanueva,PF,1.7,8580000,0.4,DET,25.0,2014,0.609
0,1.9,0.7,R,0.44,0.347,77,6-11,24.6,1.9,6.8,Giannis Antetokounmpo,SF,4.4,1792560,1.6,MIL,15.0,2014,0.282
1,1.6,1.4,1,0.539,0.0,70,6-11,26.5,1.9,11.1,John Henson,PF,7.1,1905360,1.6,MIL,20.3,2014,0.002
2,1.3,0.3,5,0.446,0.282,55,6-10,26.9,1.9,11.2,Ersan Ilyasova,PF,6.2,7900000,1.1,MIL,21.3,2014,0.226
3,4.9,0.7,2,0.466,0.325,72,6-3,33.3,2.0,17.9,Brandon Knight,PG,3.5,2793960,2.6,MIL,26.8,2014,0.31
4,2.2,0.3,5,0.433,0.37,52,6-5,25.9,1.9,11.7,O.J. Mayo,SG,2.4,8000000,1.8,MIL,23.0,2014,0.413
5,2.1,0.7,1,0.454,0.414,82,6-8,30.0,0.1,12.1,Khris Middleton,SF,3.8,788872,1.5,MIL,19.1,2014,0.34
6,1.5,1.6,3,0.41,0.36,30,6-4,20.2,8.6,10.0,Gary Neal,SG,1.7,3250000,1.3,MIL,25.3,2014,0.401
7,2.6,0.3,10,0.428,0.0,53,6-11,25.0,1.9,7.7,Zaza Pachulia,C,6.3,5200000,1.7,MIL,17.0,2014,0.003
8,3.4,1.6,10,0.391,0.368,36,6-2,21.2,8.6,5.7,Luke Ridnour,PG,1.7,4320000,1.3,MIL,16.2,2014,0.311
9,0.8,1.6,3,0.472,0.0,23,6-11,25.4,8.6,7.7,Larry Sanders,C,7.2,3053368,1.1,MIL,16.4,2014,0.006
10,0.7,1.2,3,0.399,0.0,42,6-10,19.1,8.6,3.4,Ekpe Udoh,PF,3.5,4469548,0.9,MIL,11.4,2014,0.0
0,2.0,0.3,17,0.53,0.375,73,6-5,26.5,1.3,9.6,Ray Allen,SG,2.8,3229050,1.2,MIA,16.8,2014,0.569
1,0.3,1.5,11,0.662,0.25,72,6-10,19.4,0.1,6.6,Chris Andersen,C,5.3,1399507,0.7,MIA,13.8,2014,0.044
2,0.0,0.8,6,0.333,0.379,12,6-9,3.1,47.8,0.5,Joel Anthony,C,0.6,3800000,0.1,MIA,10.2,2014,0.0
3,0.9,0.7,12,0.492,0.348,73,6-8,20.1,0.1,4.1,Shane Battier,SF,1.9,3270000,0.3,MIA,10.0,2014,0.764
4,0.8,0.8,5,0.518,0.389,55,6-9,15.1,2.9,7.9,Michael Beasley,SF,3.1,1027424,1.0,MIA,25.7,2014,0.152
5,1.1,0.0,10,0.569,0.339,79,6-11,32.0,0.5,16.2,Chris Bosh,C,6.6,19067500,1.6,MIA,22.6,2014,0.229
6,4.9,0.2,5,0.5,0.385,73,6-2,29.8,1.0,9.8,Mario Chalmers,PG,2.9,4000000,2.2,MIA,17.4,2014,0.404
7,3.0,0.3,2,0.451,0.345,82,6-2,24.6,1.3,6.4,Norris Cole,PG,2.0,1129200,1.5,MIA,15.6,2014,0.348
8,0.3,0.8,10,0.507,0.519,46,6-8,14.2,2.9,3.8,Udonis Haslem,PF,3.8,4340000,0.5,MIA,13.9,2014,0.0
9,6.3,0.9,10,0.622,0.379,77,6-8,37.7,8.0,27.1,LeBron James,PF,6.9,19067500,3.5,MIA,31.0,2014,0.226
10,1.0,0.2,15,0.51,0.343,60,6-10,16.2,2.9,4.5,Rashard Lewis,SF,1.8,1399507,0.6,MIA,14.1,2014,0.568
11,0.0,0.8,2,0.551,0.379,23,7-0,9.2,47.8,2.9,Greg Oden,C,2.3,1027424,0.5,MIA,16.0,2014,0.0
12,4.7,0.3,10,0.557,0.281,54,6-4,32.9,1.9,19.0,Dwyane Wade,SG,4.5,18673000,3.0,MIA,27.9,2014,0.042
0,2.5,1.1,9,0.509,0.407,77,6-8,35.4,2.3,14.4,Trevor Ariza,SF,6.2,7727280,1.7,WAS,17.8,2014,0.518
1,3.3,1.8,1,0.426,0.402,73,6-5,34.7,0.2,17.1,Bradley Beal,SG,3.7,4319280,1.8,WAS,24.3,2014,0.299
2,0.9,1.3,3,0.554,0.0,72,6-8,21.6,3.8,6.8,Trevor Booker,PF,5.3,2350820,0.8,WAS,14.4,2014,0.005
3,1.7,2.1,6,0.541,1.0,81,6-11,32.8,0.2,13.2,Marcin Gortat,C,9.5,7727280,1.6,WAS,18.2,2014,0.001
4,0.8,2.5,15,0.449,0.34,34,6-9,15.0,3.8,6.6,Al Harrington,PF,2.4,1399507,1.0,WAS,22.7,2014,0.483
5,1.7,0.0,4,0.277,0.32,23,6-3,9.3,3.8,2.3,Eric Maynor,PG,1.0,2016000,0.7,WAS,19.0,2014,0.347
6,0.3,0.0,R,0.414,0.19,37,6-8,8.6,3.8,2.1,Otto Porter,SF,1.5,4278000,0.4,WAS,15.6,2014,0.231
7,0.3,2.5,3,0.505,0.368,53,6-9,10.9,3.8,4.7,Kevin Seraphin,C,2.4,2761114,0.8,WAS,21.5,2014,0.0
8,0.2,0.0,2,0.375,0.368,25,6-8,10.0,3.8,3.0,Chris Singleton,SF,2.2,1618680,0.7,WAS,17.2,2014,0.284
9,1.0,1.0,3,0.402,0.207,75,6-6,8.5,3.8,1.8,Garrett Temple,SG,0.9,916099,0.6,WAS,14.3,2014,0.206
10,0.3,2.5,2,0.522,0.368,33,6-11,14.2,3.8,3.2,Jan Vesely,PF,3.4,3340920,0.7,WAS,12.2,2014,0.0
11,8.8,0.2,3,0.458,0.351,82,6-4,36.3,2.4,19.3,John Wall,PG,4.1,7459925,3.6,WAS,27.4,2014,0.23
12,1.2,1.8,8,0.502,0.392,78,6-7,27.7,1.0,9.7,Martell Webster,SF,2.8,5150000,0.7,WAS,14.7,2014,0.634
0,0.3,2.9,3,0.55,0.4,25,6-7,10.2,3.1,2.3,Jeff Adrien,PF,3.5,916099,0.3,CHA,10.6,2014,0.0
1,0.1,2.2,2,0.611,0.4,77,6-9,13.9,0.2,2.9,Bismack Biyombo,C,4.8,3049920,0.5,CHA,9.6,2014,0.0
2,1.1,2.9,9,0.367,0.276,19,6-3,14.7,3.1,5.2,Ben Gordon,SG,1.4,13200000,1.1,CHA,22.9,2014,0.269
3,2.6,0.0,4,0.445,0.348,77,6-5,32.0,1.3,14.0,Gerald Henderson,SG,4.0,6000000,1.5,CHA,22.1,2014,0.124
4,2.1,1.5,9,0.512,0.2,73,6-10,35.0,0.3,21.8,Al Jefferson,C,10.8,13500000,1.7,CHA,29.3,2014,0.011
5,0.8,1.7,1,0.483,0.111,62,6-7,24.2,0.8,7.2,Michael Kidd-Gilchrist,SF,5.2,4809840,1.0,CHA,15.2,2014,0.025
6,4.3,1.6,6,0.516,0.361,78,6-10,30.3,1.3,8.5,Josh McRoberts,PF,4.8,2652000,1.1,CHA,13.4,2014,0.514
7,1.8,3.4,9,0.483,0.4,29,6-1,8.3,3.1,4.7,Jannero Pargo,PG,0.7,1399507,0.9,CHA,28.4,2014,0.508
8,3.7,2.2,6,0.441,0.221,55,6-3,23.7,0.8,10.5,Ramon Sessions,PG,2.1,5000000,1.7,CHA,23.4,2014,0.146
9,0.7,2.2,5,0.45,0.413,64,6-8,20.3,0.8,6.1,Anthony Tolliver,PF,2.6,1027424,0.4,CHA,12.4,2014,0.805
10,6.1,0.2,2,0.417,0.333,73,6-1,35.8,1.6,17.7,Kemba Walker,PG,4.2,2568360,2.3,CHA,25.8,2014,0.286
11,1.1,1.8,R,0.427,0.0,82,7-0,17.3,0.8,6.0,Cody Zeller,C,4.3,3857040,1.1,CHA,18.9,2014,0.002
0,1.1,3.0,2,0.51,0.384,26,6-10,16.5,1.2,4.3,Gustavo Ayon,C,4.8,1500000,1.1,ATL,14.8,2014,0.0
1,1.0,3.1,14,0.542,0.0,73,6-8,19.4,0.8,5.7,Elton Brand,C,4.9,4000000,0.8,ATL,13.9,2014,0.006
2,1.8,1.1,4,0.548,0.362,73,6-8,32.1,1.0,11.1,DeMarre Carroll,SF,5.5,2557545,1.1,ATL,15.2,2014,0.417
3,0.6,4.6,1,1.0,0.0,5,6-4,4.4,1.2,0.4,Jared Cunningham,SG,0.2,1208400,0.4,ATL,10.1,2014,0.5
4,2.6,2.0,6,0.572,0.364,29,6-10,33.0,0.8,18.6,Al Horford,C,8.4,12000000,2.2,ATL,24.7,2014,0.026
5,0.8,4.6,1,0.5,0.222,13,6-4,12.2,1.2,3.1,John Jenkins,SG,1.7,1258800,0.8,ATL,15.8,2014,0.429
6,2.9,0.2,10,0.479,0.472,71,6-7,33.9,2.0,12.0,Kyle Korver,SG,4.0,6760563,1.4,ATL,14.2,2014,0.644
7,3.7,3.1,2,0.464,0.337,73,6-3,20.4,0.3,7.5,Shelvin Mack,PG,2.2,884293,1.2,ATL,19.0,2014,0.367
8,3.1,2.4,7,0.487,0.358,74,6-8,33.5,0.7,17.9,Paul Millsap,PF,8.5,9500000,2.5,ATL,25.7,2014,0.202
9,0.9,3.1,1,0.558,0.31,80,6-8,18.5,0.3,9.6,Mike Scott,PF,3.6,788872,1.0,ATL,23.5,2014,0.318
10,6.7,2.4,4,0.469,0.329,79,6-2,32.2,0.9,16.5,Jeff Teague,PG,2.6,8000000,2.9,ATL,25.7,2014,0.216
0,3.4,0.8,6,0.473,0.427,73,6-5,35.0,1.7,18.2,Arron Afflalo,SG,3.6,7312500,2.0,ORL,23.3,2014,0.297
1,1.6,0.2,6,0.454,0.4,45,6-9,30.1,,12.1,Glen Davis,PF,6.3,6400000,1.3,ORL,20.9,2014,0.02
2,1.0,1.5,1,0.502,0.383,80,6-9,24.4,,7.4,Maurice Harkless,SF,3.3,1809840,1.1,ORL,14.8,2014,0.319
3,1.3,1.5,2,0.508,0.254,61,6-9,30.3,,14.6,Tobias Harris,PF,7.0,1545840,1.3,ORL,22.2,2014,0.176
4,0.8,0.3,1,0.386,0.4,53,6-4,13.1,,3.6,Doron Lamb,SG,0.9,788872,0.5,ORL,13.3,2014,0.563
5,0.3,0.3,8,0.448,0.4,34,6-7,14.4,,3.2,Jason Maxiell,PF,2.5,2500000,0.4,ORL,12.4,2014,0.0
6,1.4,0.2,2,0.468,0.354,79,6-4,19.1,,6.3,E'Twaun Moore,SG,1.7,884293,0.7,ORL,16.4,2014,0.353
7,7.0,1.5,9,0.444,0.348,68,6-0,32.0,1.1,12.1,Jameer Nelson,PG,3.4,8600000,2.4,ORL,20.1,2014,0.523
8,0.3,0.3,1,0.459,0.315,76,6-9,15.4,,5.7,Andrew Nicholson,PF,3.4,1482000,0.7,ORL,19.3,2014,0.212
9,1.1,3.6,1,0.505,0.0,69,6-10,17.2,,6.2,Kyle O'Quinn,C,5.3,788872,1.1,ORL,18.6,2014,0.008
10,4.1,0.8,R,0.448,0.327,80,6-4,31.1,1.1,13.8,Victor Oladipo,PG,4.1,4763760,3.2,ORL,24.4,2014,0.241
11,2.1,0.2,8,0.388,0.209,31,6-2,12.2,,2.4,Ronnie Price,SG,1.4,1265977,0.8,ORL,15.0,2014,0.467
12,1.8,1.5,2,0.507,0.327,57,7-0,31.8,,14.2,Nikola Vucevic,C,11.0,1793520,2.0,ORL,21.8,2014,0.0
0,0.5,2.4,R,0.503,0.361,81,7-0,14.8,0.6,3.3,Steven Adams,C,4.1,2090880,0.9,OKC,11.7,2014,0.0
1,1.3,1.1,9,0.58,0.235,81,6-10,16.7,0.6,4.2,Nick Collison,PF,3.6,2585668,0.9,OKC,11.6,2014,0.071
2,5.5,0.4,6,0.549,0.391,81,6-9,38.5,8.4,32.0,Kevin Durant,SF,7.4,17832627,3.5,OKC,33.0,2014,0.291
3,1.4,1.2,17,0.402,0.384,81,6-1,17.6,0.0,5.2,Derek Fisher,SG,1.5,1399507,0.6,OKC,13.7,2014,0.634
4,0.2,1.7,7,0.5,0.0,5,6-7,6.8,2.6,1.2,Ryan Gomes,SF,0.8,1186459,0.2,OKC,11.7,2014,0.25
5,1.0,2.3,4,0.546,0.383,81,6-10,32.9,0.1,15.1,Serge Ibaka,PF,8.8,12250000,1.5,OKC,19.8,2014,0.061
6,4.1,1.5,2,0.477,0.339,80,6-3,28.5,0.1,13.1,Reggie Jackson,PG,3.9,1260360,2.1,OKC,22.6,2014,0.267
7,0.4,1.9,1,0.508,0.361,62,6-11,12.3,0.6,3.5,Perry Jones,PF,1.8,1082520,0.3,OKC,12.8,2014,0.337
8,1.5,1.2,1,0.483,0.356,78,6-5,19.7,0.0,8.5,Jeremy Lamb,SG,2.4,2111160,0.8,OKC,20.1,2014,0.406
9,1.1,2.1,10,0.453,0.0,62,6-10,19.5,0.6,3.4,Kendrick Perkins,C,4.9,8477437,1.5,OKC,11.5,2014,0.005
10,0.4,1.9,R,0.564,0.154,40,6-7,10.0,2.6,1.9,Andre Roberson,SG,2.4,1110840,0.5,OKC,10.1,2014,0.191
11,1.5,1.5,7,0.495,0.316,61,6-7,26.0,0.0,6.3,Thabo Sefolosha,SG,3.6,3900000,0.9,OKC,11.9,2014,0.447
12,0.0,1.0,4,0.565,0.0,23,7-3,8.3,2.6,1.2,Hasheem Thabeet,C,1.7,1200000,0.6,OKC,9.0,2014,0.0
13,6.9,1.2,5,0.482,0.318,46,6-3,30.7,5.2,21.8,Russell Westbrook,PG,5.7,14693906,3.8,OKC,34.4,2014,0.271
0,2.6,0.7,7,0.461,0.2,69,6-11,36.2,3.4,23.2,LaMarcus Aldridge,PF,11.1,14128000,1.8,POR,29.8,2014,0.011
1,0.8,0.4,1,0.447,0.303,41,6-6,9.4,3.4,4.0,Will Barton,SG,1.8,788872,0.4,POR,21.2,2014,0.212
2,5.1,1.8,5,0.566,0.361,82,6-8,36.0,2.4,13.0,Nicolas Batum,SF,7.5,11295250,2.5,POR,16.5,2014,0.491
3,0.6,0.0,1,0.583,0.167,21,6-9,8.8,3.4,2.2,Victor Claver,SF,1.9,1330000,0.5,POR,13.7,2014,0.429
4,0.7,1.1,1,0.481,0.0,52,6-10,14.0,3.4,3.3,Joel Freeland,C,4.0,2897976,0.6,POR,12.4,2014,0.012
